Daytime/evening attendance,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,0,0,0,1,0,31,8,5,12.16666667,7,5,12,Dropout
1,0,1,0,1,0,21,5,2,11,5,2,11.5,Dropout
1,0,0,0,1,0,27,5,1,11,5,3,10.66666667,Dropout
1,0,0,1,1,0,19,6,4,13.25,6,5,11.8,Graduate
1,0,0,1,1,0,21,6,0,0,6,1,10,Enrolled
1,0,0,0,1,0,21,6,2,12.5,6,0,0,Dropout
1,0,0,0,1,0,35,10,7,12.14285714,9,4,12.25,Dropout
1,0,0,1,1,0,28,5,3,12,5,3,11.33333333,Dropout
1,0,0,1,1,0,24,6,4,11.25,6,4,10.42857143,Enrolled
1,0,0,0,1,0,19,4,0,0,6,0,0,Dropout
1,0,1,0,1,0,20,6,5,12.4,6,4,13,Enrolled
1,0,0,1,1,1,20,6,6,12.83333333,6,6,12.66666667,Graduate
1,0,0,1,1,0,19,5,1,13,5,2,10,Enrolled
1,0,1,0,1,0,37,7,5,12,7,3,11.66666667,Dropout
1,0,0,1,1,0,19,6,2,12,6,1,13,Dropout
1,0,0,1,1,0,36,7,0,0,7,0,0,Dropout
1,0,0,1,1,0,29,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,30,6,6,11.375,6,5,11.6,Graduate
1,0,1,1,1,0,32,6,2,12,6,0,0,Dropout
0,0,0,1,1,0,26,6,6,11.83333333,6,6,11.66666667,Enrolled
1,0,0,1,1,0,37,6,1,12,6,2,10.5,Dropout
1,0,0,1,1,0,27,6,3,12,6,2,11,Dropout
1,0,0,1,1,1,18,6,6,12.71428571,6,5,11.83333333,Graduate
1,0,0,1,1,1,18,8,8,15.3,8,8,15.3,Graduate
1,0,0,0,1,0,32,8,2,11.5,7,0,0,Dropout
1,0,0,1,1,0,20,5,1,13,5,3,12.6,Enrolled
1,0,0,1,1,0,22,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,32,7,0,0,8,0,0,Dropout
1,0,0,1,0,0,21,5,4,11,5,5,12,Enrolled
1,0,0,0,0,0,19,6,3,12.66666667,6,5,13.125,Dropout
1,0,0,1,0,1,18,6,6,13.5,6,6,14,Graduate
1,0,0,1,0,1,18,5,5,12,5,5,11.4,Graduate
1,0,1,0,0,0,38,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,21,6,5,11.8,6,4,10.5,Dropout
1,0,0,0,0,0,21,6,2,11.5,6,1,13,Dropout
0,0,0,1,1,0,26,5,2,11.5,5,3,12,Enrolled
1,0,0,1,0,0,19,7,6,14.61666667,7,6,14.61666667,Graduate
1,0,0,1,0,1,19,8,7,14.06,8,7,14.06,Enrolled
1,0,1,1,0,0,18,6,4,11,6,3,11.33333333,Dropout
1,0,0,1,0,0,25,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,19,14,7,12.19230769,14,7,12.19230769,Graduate
1,0,0,1,0,1,18,6,6,12.83333333,6,6,12.33333333,Graduate
1,0,0,1,0,1,19,5,5,12.875,5,5,11.83333333,Graduate
1,0,0,1,0,1,22,6,6,12.16666667,6,6,12.5,Graduate
1,0,0,1,0,0,21,6,6,13.42857143,6,6,12.85714286,Graduate
1,0,0,1,0,1,21,6,6,14.5,6,6,14.66666667,Graduate
1,0,0,1,0,1,20,7,7,12.14285714,7,7,12.85714286,Graduate
1,0,0,1,0,0,19,5,4,11.25,5,3,11.71428571,Enrolled
1,0,0,1,0,0,18,7,6,13.9,7,6,13.9,Graduate
1,0,0,1,0,0,26,7,3,13.76666667,7,3,12.06666667,Dropout
1,0,0,1,0,0,31,15,13,11.61538462,14,11,12.54545455,Dropout
1,0,0,1,0,1,18,6,6,15.16666667,6,6,14.14285714,Graduate
1,0,0,1,0,0,35,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,19,5,2,14.5,5,3,11.33333333,Enrolled
1,0,0,1,0,1,19,6,5,10.8,6,6,10.71428571,Graduate
1,0,0,1,0,0,18,7,7,13.99571429,8,8,14.95555556,Graduate
1,0,0,1,0,0,20,6,6,13.28571429,6,6,11.8,Graduate
1,0,0,1,0,1,19,12,12,12.75,11,11,13.25,Graduate
1,0,0,1,0,1,21,6,2,10.5,6,5,12.4,Enrolled
1,0,1,1,0,1,18,7,7,12.71428571,7,7,12.28571429,Graduate
1,0,0,1,0,0,23,8,8,12.88625,8,8,12.88625,Graduate
1,0,0,1,0,1,21,6,5,13,6,6,12.66666667,Graduate
1,0,0,1,0,1,19,5,5,12.2,5,5,11.2,Graduate
1,0,0,1,0,0,19,5,4,12.8,5,3,14.5,Enrolled
1,0,0,1,0,0,20,11,11,13.78571429,9,9,13.88888889,Graduate
1,0,0,1,0,0,18,5,0,0,5,4,13.25,Enrolled
1,0,0,1,0,1,18,8,8,14.50125,8,8,14.50125,Graduate
1,0,0,1,0,0,19,7,6,14.35,7,6,14.35,Graduate
1,0,0,1,0,1,21,6,6,11.5,6,6,12.33333333,Graduate
1,1,0,1,0,1,18,6,6,11.71428571,6,6,14.66666667,Graduate
1,0,0,1,0,0,20,6,6,13.57142857,6,5,13.6,Enrolled
1,0,0,1,0,0,18,6,5,13,6,6,13.66666667,Graduate
1,0,0,1,0,1,18,7,7,13.56875,8,8,14.02625,Graduate
0,0,0,1,0,0,32,5,5,10.2,5,4,11.25,Enrolled
1,0,0,1,0,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,19,6,5,12.2,6,5,11.8,Enrolled
1,0,0,1,0,1,18,8,8,14.15375,8,8,14.15375,Graduate
1,0,0,0,0,0,18,8,0,0,8,0,0,Dropout
1,0,0,1,0,0,20,6,6,13.83333333,6,6,12.83333333,Graduate
1,0,0,1,0,0,19,6,6,13.42857143,6,4,14,Enrolled
1,0,0,1,0,0,19,8,7,12.45428571,8,7,12.45428571,Graduate
1,0,0,1,0,0,18,5,1,11,5,0,0,Enrolled
1,0,0,1,0,0,18,7,0,0,8,0,0,Dropout
1,0,0,1,0,1,18,7,6,13.27166667,8,7,12.94375,Graduate
1,0,0,1,0,0,20,7,6,13.54833333,8,6,14.775,Enrolled
1,0,0,1,0,0,19,6,6,12.16666667,6,6,12.5,Enrolled
1,0,0,1,0,0,21,6,2,11,6,0,0,Dropout
1,0,0,1,0,1,19,7,7,13.28571429,7,7,14.42857143,Graduate
1,0,0,1,0,1,20,6,6,13.33333333,6,6,14,Graduate
1,0,0,1,0,1,21,8,8,13.2575,8,8,13.2575,Graduate
1,0,0,1,0,0,23,6,0,0,6,0,0,Dropout
1,0,0,0,0,1,18,6,6,12.66666667,6,2,11.5,Dropout
0,0,0,1,0,0,30,5,5,14.6,5,5,15.4,Dropout
1,0,0,1,0,0,20,5,0,0,5,0,0,Dropout
1,0,0,0,0,0,29,5,3,12.33333333,5,0,0,Dropout
1,0,0,1,0,0,24,5,5,10.8,5,2,11,Enrolled
1,0,0,1,0,0,20,6,6,11.66666667,6,6,11.33333333,Graduate
0,0,0,1,0,0,27,6,4,12.5,6,6,14.33333333,Dropout
1,0,0,1,0,0,23,5,0,0,5,0,0,Dropout
1,0,0,1,0,1,23,6,6,15.33333333,6,6,14.16666667,Graduate
1,0,0,1,0,0,18,8,7,14.2,8,7,14.2,Graduate
1,0,0,1,0,1,19,6,6,14.83333333,6,6,14.66666667,Graduate
1,0,0,1,0,0,19,7,7,13.64285714,8,8,14.3875,Dropout
1,0,0,1,0,1,18,6,6,13.83333333,6,6,14,Dropout
1,0,0,1,0,0,19,6,6,11.83333333,6,6,13,Graduate
1,0,0,1,0,1,18,6,6,13.42857143,6,6,13.5,Graduate
0,0,0,1,0,0,29,13,8,10.5,12,9,10.33333333,Enrolled
1,0,0,1,0,0,24,7,6,11.41666667,8,8,11.9625,Graduate
1,0,0,1,0,0,19,7,2,12.75,7,2,11,Dropout
1,0,0,1,0,0,19,7,6,11.15,7,7,12.81428571,Enrolled
1,0,0,1,0,0,19,6,3,11.66666667,6,5,13.625,Enrolled
1,0,0,1,0,0,20,6,6,11.5,6,5,12.4,Graduate
1,0,0,1,0,0,18,6,6,13.83333333,6,6,12.66666667,Graduate
1,0,0,0,0,0,18,6,6,11.71428571,6,4,11.33333333,Dropout
1,0,0,1,0,1,19,7,7,11.67857143,8,7,13.0375,Graduate
1,0,0,1,0,0,19,6,6,15.71428571,6,6,14.66666667,Dropout
1,0,0,1,0,1,18,0,0,0,0,0,0,Graduate
1,0,0,1,0,1,19,6,6,13,6,6,13,Graduate
1,0,0,1,0,1,18,7,7,14.48571429,8,8,14.58888889,Graduate
0,0,0,1,0,0,24,5,5,12.28571429,5,5,12.125,Enrolled
1,0,1,1,0,0,28,7,4,13.375,7,5,13.5,Enrolled
1,0,0,1,0,0,20,8,7,11.57142857,8,7,11.57142857,Graduate
1,0,0,1,0,1,19,8,7,12.65714286,8,7,12.65714286,Graduate
1,0,0,0,0,0,22,5,2,10,5,1,10,Dropout
1,0,0,1,0,0,19,6,6,13.71428571,6,6,13.16666667,Graduate
1,0,0,1,0,0,36,14,13,13.07142857,11,11,13,Graduate
1,0,0,1,0,1,19,6,6,15.33333333,6,6,14,Graduate
1,0,0,1,0,0,18,6,5,11.57142857,6,6,12.14285714,Graduate
0,0,0,0,0,0,40,5,0,0,5,0,0,Dropout
1,0,0,1,0,1,19,7,6,12.9,7,6,12.9,Graduate
1,0,0,1,0,0,38,8,5,13.126,8,5,13.126,Enrolled
1,0,0,1,0,0,32,10,4,11.5,9,3,11.66666667,Dropout
1,0,0,1,0,0,19,6,3,10.33333333,6,5,11.8,Enrolled
1,0,0,1,0,0,19,6,6,13.5,6,6,13.42857143,Graduate
1,0,0,1,0,0,35,1,0,0,5,0,0,Dropout
1,0,0,1,0,0,20,5,4,12,4,2,11.5,Enrolled
1,0,0,1,0,0,29,8,7,11.14285714,8,8,11.375,Graduate
0,0,0,1,0,0,29,5,5,11.4,5,4,10.25,Enrolled
1,0,0,1,0,1,19,8,7,12.77142857,8,7,12.77142857,Enrolled
1,0,0,1,0,1,18,8,7,13.79857143,8,7,13.79857143,Graduate
0,0,1,0,0,0,25,6,6,13.33333333,6,6,13.5,Graduate
0,0,1,0,0,0,50,6,0,0,5,0,0,Dropout
1,0,0,1,0,0,24,15,14,11.35714286,14,13,12.84615385,Dropout
1,0,0,1,0,0,18,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,20,6,6,15.69230769,6,5,14.42857143,Graduate
1,0,1,1,0,1,20,18,18,15.05263158,13,13,14.53846154,Graduate
0,0,0,1,0,0,21,10,6,11.5,10,5,12.4,Dropout
1,0,1,1,1,0,28,8,7,11,6,1,10,Enrolled
1,0,0,1,1,1,19,6,6,13,6,6,13.16666667,Graduate
1,0,0,1,1,1,18,8,8,12.93875,8,8,12.93875,Graduate
1,0,0,1,1,0,22,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,25,6,0,0,6,0,0,Dropout
1,0,0,0,1,0,37,7,5,13,7,5,12.88,Dropout
1,0,0,0,1,0,38,7,5,12.18,7,4,11.8125,Dropout
1,0,0,1,1,0,36,6,3,11.33333333,6,5,11.4,Dropout
1,0,0,1,1,0,18,8,7,13,8,7,13,Graduate
1,0,0,0,1,0,19,5,0,0,6,0,0,Dropout
1,0,1,1,1,0,24,5,2,12.5,5,3,12.33333333,Dropout
1,0,0,1,1,0,20,6,5,11,6,5,12.16666667,Graduate
1,0,0,1,1,0,21,0,0,0,0,0,0,Dropout
0,0,0,1,1,0,32,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,39,5,0,0,5,1,10,Dropout
1,0,0,0,1,0,33,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,20,5,5,12.4,5,4,10.75,Graduate
1,0,0,1,1,0,19,6,6,15.5,6,6,14.1,Graduate
0,0,0,0,1,0,43,5,2,11.5,5,3,10.8,Dropout
0,0,0,1,1,0,49,5,4,13.33333333,5,4,11.6,Dropout
1,0,0,1,1,1,18,6,6,12.66666667,6,6,13.5,Graduate
1,0,0,1,1,0,27,6,0,0,6,0,0,Enrolled
1,0,0,1,1,1,19,5,5,12.6,5,5,13.6,Dropout
1,0,1,1,1,1,45,6,6,13.5,6,0,0,Dropout
1,0,0,0,1,0,19,6,6,13,6,6,13,Graduate
1,0,0,1,1,1,21,6,6,11.71428571,6,4,11.75,Graduate
1,0,0,1,1,1,18,6,6,12.16666667,6,5,13,Graduate
1,0,0,1,1,0,18,5,0,0,5,0,0,Dropout
1,0,0,0,1,0,29,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,19,5,5,11.5,5,5,11.6,Graduate
1,0,0,1,1,1,18,5,4,11.25,5,4,12.25,Enrolled
1,0,0,1,1,1,22,7,7,12.28571429,9,8,12.375,Graduate
1,0,0,1,1,1,18,7,7,12.71857143,8,8,12.80555556,Dropout
1,0,0,1,1,0,20,6,5,12.4,6,2,15,Enrolled
1,0,0,1,1,0,20,0,0,0,0,0,0,Dropout
1,0,1,1,1,1,29,6,1,14,6,0,0,Dropout
1,0,0,1,1,0,29,5,3,11.66666667,5,4,11.25,Dropout
1,0,0,1,1,0,23,6,1,13,6,4,11.25,Enrolled
1,0,1,1,1,0,19,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,18,5,0,0,5,1,12,Dropout
1,0,0,1,1,0,22,6,4,11.5,6,2,12.5,Dropout
0,0,1,1,1,0,34,10,7,11.71428571,10,6,11.5,Dropout
0,0,0,1,1,0,26,5,5,12.6,5,5,13.71428571,Graduate
1,0,0,1,1,0,24,17,13,11.64285714,17,12,11.25,Dropout
1,0,0,1,1,1,17,6,6,14.875,6,6,13.42857143,Graduate
1,0,0,1,1,0,21,5,2,10,5,3,10.33333333,Enrolled
0,0,0,1,1,0,34,5,5,14.2,5,5,14.6,Enrolled
1,0,0,1,1,0,19,6,6,12.71428571,6,6,13.5,Graduate
1,0,1,0,1,0,49,12,5,11.6,7,5,11.2,Dropout
1,0,0,1,1,0,23,7,5,11.94,7,6,12.2,Dropout
1,0,0,1,1,0,18,5,4,11.6,5,3,14.2,Dropout
1,0,0,1,1,0,20,7,5,12.7,8,7,13.475,Enrolled
1,0,0,1,1,0,19,6,6,13.33333333,6,5,13.8,Graduate
1,0,0,1,1,0,24,9,8,13.33333333,10,9,13.11111111,Enrolled
1,0,0,1,1,0,18,5,5,13.4,5,5,15,Graduate
1,0,1,0,1,0,45,6,0,0,6,0,0,Dropout
0,0,0,1,1,0,30,5,2,11,5,0,0,Dropout
0,0,0,1,1,0,28,15,13,12,13,9,11.33333333,Dropout
0,0,0,1,1,0,40,5,0,0,5,0,0,Dropout
1,0,0,0,1,0,32,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,6,4,12.5,6,4,10.25,Dropout
1,0,0,1,1,0,20,6,6,13.66666667,6,6,12.16666667,Graduate
1,0,0,1,1,0,18,5,1,10,5,0,0,Dropout
1,0,0,0,1,0,20,6,6,11.5,6,2,13,Dropout
0,0,0,1,1,0,39,5,4,12.25,5,4,12.75,Enrolled
1,0,0,0,1,0,19,6,5,13.6,6,5,13.66666667,Enrolled
0,0,0,1,1,0,38,5,2,10.5,5,3,11.33333333,Enrolled
1,0,0,1,1,1,18,7,6,13.26666667,7,6,13.26666667,Graduate
1,0,0,1,1,1,18,7,7,12.5125,8,8,14.1875,Graduate
1,0,0,1,1,0,28,5,0,0,5,0,0,Dropout
1,0,0,0,1,0,31,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,23,7,6,13.48333333,7,6,13.48333333,Graduate
1,0,0,1,1,0,21,7,6,12.565,8,5,12.16,Enrolled
1,0,1,0,1,0,33,6,0,0,5,0,0,Dropout
1,0,0,1,1,0,22,5,3,13,5,3,11.66666667,Dropout
1,0,1,1,1,0,20,5,5,16.5,5,5,17.71428571,Dropout
1,0,1,1,1,0,19,6,6,13.16666667,6,5,13.2,Enrolled
1,0,0,1,1,0,20,6,6,13.8,6,6,13.14285714,Graduate
1,0,0,1,1,0,25,6,6,11.16666667,6,4,11.8,Enrolled
1,0,0,0,1,0,25,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,19,6,6,12.66666667,6,6,12.14285714,Enrolled
1,0,0,1,1,0,20,5,5,12.6,5,4,14.5,Graduate
1,0,0,1,1,0,33,7,5,13.06,7,0,0,Enrolled
1,0,0,1,1,0,19,6,6,13.83333333,6,6,13.625,Graduate
1,0,0,1,1,0,31,5,0,0,5,0,0,Dropout
1,0,1,0,1,0,24,6,2,16,7,2,16,Dropout
1,0,1,0,1,0,23,5,0,0,5,0,0,Dropout
0,0,0,0,1,1,26,5,3,10.66666667,5,3,10.66666667,Dropout
1,0,0,1,1,0,38,18,18,14.5,18,18,14.5,Graduate
1,0,0,1,1,1,20,5,5,14,5,5,13.8,Graduate
1,0,0,1,1,0,20,5,3,13.33333333,5,5,13.57142857,Graduate
1,0,0,1,1,0,25,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,19,6,5,12,6,4,11.2,Graduate
1,0,0,1,1,0,18,5,5,16.2,5,5,16,Graduate
0,0,0,1,1,0,28,13,7,10.28571429,11,5,10.6,Dropout
1,0,0,1,1,0,18,5,0,0,5,0,0,Enrolled
1,0,0,1,1,1,20,6,6,13.57142857,6,6,13.16666667,Graduate
1,0,0,1,1,0,18,6,6,14.28571429,6,6,14.85714286,Graduate
1,0,0,1,1,0,19,5,5,10.2,5,4,10.5,Graduate
1,0,1,1,1,0,24,8,2,10.25,8,2,10.25,Dropout
1,0,0,1,1,0,21,6,0,0,6,0,0,Dropout
1,0,0,1,1,1,20,6,6,14.83333333,6,6,14.83333333,Graduate
1,0,0,1,1,0,21,6,5,13.625,6,5,12.6,Graduate
1,0,1,1,1,0,24,7,7,12.27142857,8,7,13.65714286,Graduate
0,0,0,1,1,0,27,5,0,0,5,0,0,Dropout
1,0,1,0,1,0,19,5,4,12.5,5,5,10.5,Enrolled
0,0,0,1,1,0,39,9,9,13.22222222,7,7,13.14285714,Graduate
1,0,0,1,1,0,25,7,2,15,7,2,11.5,Dropout
1,0,0,0,1,0,18,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,19,12,12,13.16666667,12,12,13,Graduate
1,0,0,1,1,1,21,6,5,13.83333333,6,4,14,Graduate
0,0,0,1,1,0,27,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,5,0,0,5,0,0,Enrolled
1,0,0,1,1,0,18,8,7,13.15428571,8,7,13.15428571,Enrolled
1,0,0,1,1,0,27,12,9,12.33333333,11,6,13.16666667,Dropout
1,0,1,1,1,0,18,6,6,13,6,5,11.8,Dropout
1,0,0,1,1,0,19,5,2,11.5,5,5,11.4,Enrolled
1,0,0,1,1,0,19,6,3,13.25,6,1,12,Dropout
1,0,0,1,1,0,22,6,3,13.33333333,6,3,12.75,Enrolled
1,0,0,1,0,0,18,6,6,13.5,6,6,12.16666667,Graduate
1,0,0,1,0,1,18,6,6,12.66666667,6,5,12.8,Graduate
1,0,0,1,0,0,23,11,11,15.09090909,6,6,14.5,Dropout
1,0,1,0,1,0,20,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,18,6,6,13.16666667,6,6,12.66666667,Graduate
1,0,0,1,1,0,18,6,6,12.83333333,6,6,12.83333333,Graduate
1,0,0,1,1,0,18,5,5,11.8,5,3,12,Enrolled
1,0,0,1,1,0,20,6,6,11.83333333,6,6,12.16666667,Graduate
1,0,0,1,1,0,20,6,5,12.8,6,3,12.75,Graduate
1,0,0,1,1,0,21,7,5,11.8,9,5,11,Dropout
1,0,0,1,1,0,22,0,0,0,0,0,0,Enrolled
1,0,0,1,1,0,20,5,5,15.8,5,5,14.57142857,Dropout
1,0,1,1,1,0,19,0,0,0,0,0,0,Enrolled
1,0,0,1,1,0,19,5,2,12.5,5,3,11.6,Enrolled
1,0,0,1,1,0,20,6,6,14.66666667,6,6,13.85714286,Graduate
1,0,0,1,1,0,19,6,4,12.5,6,2,12,Dropout
1,0,0,1,1,0,19,5,3,12,6,2,10.5,Dropout
1,0,1,1,1,0,24,8,7,13.14285714,6,6,11.83333333,Enrolled
1,0,1,1,1,0,18,6,3,12.66666667,6,4,11.14285714,Dropout
1,0,0,0,1,1,18,5,5,15,5,5,14.2,Enrolled
1,0,1,1,0,0,18,6,5,13.6,6,5,11.8,Dropout
1,0,0,1,0,0,18,6,6,12.5,6,6,13.83333333,Graduate
1,0,0,1,0,1,21,6,6,13.33333333,6,6,13.5,Graduate
1,0,0,1,0,0,18,6,4,12.25,6,5,11,Dropout
1,0,0,1,0,1,18,7,7,15.10142857,8,8,16.09375,Graduate
1,0,0,1,0,1,18,6,6,13.16666667,6,6,16,Graduate
0,0,0,1,0,0,23,6,4,11,6,0,0,Dropout
1,0,0,1,0,0,21,5,3,11.66666667,5,4,11.75,Graduate
1,0,0,1,0,0,20,6,1,10,6,1,13,Enrolled
0,0,0,1,0,0,26,7,7,11.57142857,6,2,11,Dropout
1,0,0,1,0,1,18,6,6,12.16666667,6,5,11.2,Enrolled
1,0,0,1,0,0,18,0,0,0,0,0,0,Dropout
1,0,0,0,0,1,19,6,6,13.83333333,6,6,14.28571429,Graduate
1,0,0,1,0,1,20,7,6,12.35714286,8,7,13,Graduate
1,0,1,0,0,0,19,6,6,12.16666667,6,2,10.33333333,Dropout
1,0,1,1,0,0,21,6,3,12,6,2,12.5,Enrolled
1,0,0,1,0,0,33,10,9,12.41666667,9,7,13,Graduate
1,0,0,1,0,0,18,5,4,12.75,5,4,12.75,Graduate
1,0,0,1,0,0,21,21,18,14.93333333,21,18,14.93333333,Graduate
1,0,0,1,0,0,19,6,6,13,6,6,11.66666667,Graduate
1,0,1,0,0,0,33,7,7,12.85714286,7,6,12.66666667,Enrolled
1,0,0,1,0,0,18,7,7,14.455,8,8,13.91,Graduate
1,0,0,1,0,1,18,6,6,14,6,6,13.28571429,Graduate
1,0,0,1,0,1,20,6,6,13.5,6,6,12.66666667,Graduate
1,0,0,0,0,0,20,6,0,0,6,0,0,Dropout
0,0,0,1,0,1,20,6,6,11.66666667,6,5,14,Graduate
1,0,0,1,0,1,19,5,4,12,5,5,13.33333333,Graduate
1,0,0,1,0,1,19,6,6,11.71428571,6,6,11.83333333,Graduate
1,0,0,1,0,0,21,6,6,12.66666667,6,6,12.42857143,Graduate
1,0,0,1,0,0,26,6,3,11.75,6,4,12.8,Enrolled
1,0,0,1,0,0,21,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,18,8,7,12.32857143,8,7,12.32857143,Graduate
1,0,0,1,0,0,27,7,6,11.66666667,7,1,10,Dropout
1,0,0,1,0,1,20,12,12,13.25,12,11,12.72727273,Graduate
1,0,0,1,0,0,21,6,5,11.83333333,6,4,13.25,Enrolled
1,0,0,1,0,1,18,7,7,13.3,8,8,15.125,Graduate
1,0,0,1,0,0,20,6,6,12.55555556,6,5,11.8,Enrolled
1,0,0,1,0,0,18,6,6,12.83333333,6,6,12.16666667,Graduate
1,0,0,1,0,1,20,6,6,12.83333333,6,6,12.83333333,Graduate
1,0,0,1,0,1,19,5,3,12.66666667,5,3,13,Graduate
1,0,0,1,0,0,20,7,6,13.27142857,8,7,14.47142857,Graduate
0,0,0,1,0,1,20,5,5,12.4,5,5,12.83333333,Graduate
1,0,0,1,0,0,20,5,2,14.5,5,4,11.25,Enrolled
1,0,1,1,0,0,19,6,0,0,5,0,0,Dropout
1,0,0,1,0,0,18,6,6,14.28571429,6,6,13.25,Graduate
1,0,0,1,0,0,18,5,3,12.33333333,5,5,12.6,Graduate
1,0,0,1,0,1,19,7,6,12.58333333,8,7,12.67142857,Graduate
1,0,0,1,0,0,19,7,6,13.73166667,8,7,13.77142857,Dropout
1,0,0,1,1,0,43,6,6,12.875,6,5,12.14285714,Enrolled
1,0,0,1,1,0,47,10,8,14.625,7,5,13.4,Dropout
1,0,0,0,1,0,23,3,0,0,2,0,0,Dropout
1,0,1,1,0,1,19,6,6,12.66666667,6,6,12.66666667,Graduate
1,0,0,1,0,0,20,8,6,12.49166667,8,6,12.49166667,Graduate
1,0,0,1,0,1,19,12,12,13.66666667,11,11,14.16666667,Graduate
1,0,0,1,0,0,19,6,6,16,6,6,14.5,Graduate
1,0,0,1,0,0,19,6,6,14.14285714,6,6,13,Graduate
0,0,1,1,0,1,39,6,6,11.83333333,6,4,13.75,Graduate
1,0,0,1,0,1,20,6,6,12.66666667,6,6,13,Graduate
1,0,0,1,0,0,21,6,6,12.5,6,6,12.66666667,Graduate
1,0,1,0,0,0,22,11,9,10.88888889,10,4,11.25,Graduate
1,0,0,1,0,0,19,6,1,13,5,0,0,Dropout
1,0,0,1,0,0,22,6,6,15.16666667,6,6,16,Graduate
1,0,0,1,0,1,19,6,6,12.66666667,6,6,12,Graduate
1,0,1,1,1,0,18,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,26,5,5,12,5,5,10.2,Enrolled
0,0,0,0,1,0,36,5,0,0,5,0,0,Dropout
1,0,1,1,1,1,20,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,30,5,2,11,5,4,11.5,Dropout
1,0,0,1,1,0,24,6,6,15.71428571,6,6,15.9,Dropout
1,0,0,1,1,0,26,15,11,10.81818182,14,11,11.63636364,Dropout
1,0,0,0,1,0,19,5,1,12,5,0,0,Dropout
1,0,0,1,1,0,34,6,5,12.6,6,4,11.25,Graduate
1,0,0,1,1,0,33,5,1,13,5,3,14,Enrolled
1,0,0,1,1,0,19,5,5,11.6,5,4,10.75,Graduate
1,0,1,0,1,0,26,5,1,10,5,1,11,Dropout
1,0,0,1,1,0,29,6,1,14,6,0,0,Dropout
1,0,0,1,1,1,19,5,5,12.6,5,2,12.5,Dropout
1,0,0,1,1,0,18,0,0,0,0,0,0,Dropout
0,0,0,0,1,0,29,5,2,11.33333333,5,1,12,Dropout
1,0,0,1,1,0,21,6,6,12.66666667,6,5,11.4,Graduate
1,0,0,1,1,0,19,6,5,10.8,6,2,10.5,Enrolled
1,0,0,1,1,0,20,7,5,12.87857143,8,7,11.85625,Graduate
1,0,0,1,1,0,18,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,6,6,12.83333333,6,5,11.4,Enrolled
1,0,1,1,1,1,21,5,5,12.6,5,3,12.83333333,Enrolled
1,0,0,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,30,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,6,6,14.16666667,6,6,14,Graduate
1,0,0,1,1,0,30,5,5,13.4,5,4,13.25,Dropout
1,0,0,1,1,1,22,5,5,11.2,5,4,11.25,Graduate
1,0,0,1,1,0,22,0,0,0,0,0,0,Graduate
1,0,1,0,1,0,19,6,6,12.66666667,6,5,11.8,Dropout
1,0,0,1,1,0,21,5,3,12.33333333,5,4,11.25,Dropout
1,0,0,1,1,0,21,5,4,12.25,5,5,12,Graduate
1,0,1,1,1,1,21,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,27,5,3,10.75,5,3,10.33333333,Dropout
1,0,0,1,1,0,32,7,0,0,7,0,0,Dropout
1,0,1,0,1,0,40,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,5,2,14.33333333,5,2,12.5,Enrolled
1,0,0,1,1,0,20,5,2,11.5,5,2,11.5,Dropout
1,0,0,1,1,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,21,5,2,10.5,5,0,0,Dropout
1,0,0,1,1,0,18,6,6,13.5,6,0,0,Dropout
1,0,0,1,1,0,19,6,1,11,6,0,0,Enrolled
1,0,0,0,1,0,30,6,1,10,6,0,0,Dropout
1,0,0,1,1,0,29,6,0,0,6,0,0,Dropout
1,0,1,1,1,0,18,5,1,12,5,3,10.66666667,Dropout
